,,,,,,,Standart,,,,,,,,,,,,Expected,,,,,Total,,,,,Short,,,Medium,,,Long,,,Expected,,,,,,,,,Tackles,,,,,Challanges,,,,Blocks,,,,,,
Nampalys Mendy,sn SEN,MF,Leicester City,28,1992,16.2,0,4,2,50,0.25,0.12,0,0,28.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,886,976,90.8,13245,2758,471,501,94,310,342,90.6,51,63,81,1,0.2,0.3,0.8,5,75,1,0,66,26,17,18,6,2,7,20,35,13,12,1,11,14,40,8,0
Luka Milivojević,rs SRB,MF,Crystal Palace,29,1991,26.2,1,17,5,29.4,0.65,0.19,0,0,28.4,7,1,2,2.4,0.8,0.05,-1.4,-0.8,1091,1341,81.4,19143,6716,485,553,87.7,453,521,86.9,115,187,61.5,1,1.7,1.6,-0.7,21,117,10,1,120,65,34,25,31,9,42,77,54.5,35,29,6,23,35,100,47,2
Takumi Minamino,jp JPN,MF,Southampton,25,1995,7.9,2,13,4,30.8,1.65,0.51,0.15,0.5,18.3,0,0,0,1.5,1.5,0.11,0.5,0.5,183,261,70.1,2416,504,110,132,83.3,47,67,70.1,10,22,45.5,0,0.5,0.2,-0.5,5,9,5,0,15,7,3,2,5,0,2,19,10.5,17,13,1,12,4,11,9,0
Jayson Molumby,ie IRL,MF,Brighton,20,1999,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mason Mount,eng ENG,MF,Chelsea,21,1999,32.1,6,81,25,30.9,2.52,0.78,0.06,0.2,21.1,6,1,1,6.3,5.5,0.07,-0.3,-0.5,1549,1900,81.5,23673,6490,812,892,91,487,585,83.2,134,214,62.6,5,8.2,6.9,-3.2,87,149,47,5,233,75,35,22,38,15,25,69,36.2,44,40,2,38,31,106,14,0
João Moutinho,pt POR,MF,Wolves,33,1986,28.1,1,14,4,28.6,0.5,0.14,0.07,0.25,23.7,1,0,0,0.6,0.6,0.04,0.4,0.4,1553,1846,84.1,27362,7149,647,705,91.8,708,786,90.1,155,263,58.9,1,2.4,2.8,-1.4,46,131,19,7,169,75,40,34,35,6,35,91,38.5,56,18,3,15,47,122,28,0
Marvelous Nakamba,zw ZIM,MF,Aston Villa,26,1994,8.3,0,2,1,50,0.24,0.12,0,0,28.9,0,0,0,0,0,0.02,0,0,240,286,83.9,3705,971,126,140,90,94,108,87,12,21,57.1,0,0.1,0.1,-0.1,2,18,0,0,9,22,14,10,11,1,7,12,58.3,5,16,5,11,17,39,9,1
Iliman Ndiaye,sn SEN,MF,Sheffield Utd,20,2000,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,3,3,100,34,11,2,2,100,1,1,100,0,0,,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0
Tanguy Ndombele,fr FRA,MF,Tottenham,23,1996,23.2,3,18,7,38.9,0.77,0.3,0.17,0.43,18.4,0,0,0,1.6,1.6,0.09,1.4,1.4,1008,1186,85,14050,3728,570,632,90.2,323,370,87.3,43,63,68.3,2,1.8,1.5,0.2,14,96,18,2,114,41,20,11,21,9,18,44,40.9,26,28,4,24,19,60,15,0
Rúben Neves,pt POR,MF,Wolves,23,1997,29.7,5,64,13,20.3,2.15,0.44,0.03,0.15,26.9,12,3,3,5.1,2.7,0.04,-0.1,-0.7,1678,2007,83.6,34730,9155,563,627,89.8,798,907,88,296,407,72.7,1,1.9,2,-0.9,33,214,25,3,212,86,46,42,38,6,36,88,40.9,52,55,11,44,65,151,46,2
Mark Noble,eng ENG,MF,West Ham,33,1987,7.9,0,1,0,0,0.13,0,0,,22.3,0,0,0,0,0,0.04,0,0,388,442,87.8,6706,1799,172,189,91,160,175,91.4,41,52,78.8,0,0.3,0.3,-0.3,5,41,5,2,25,8,4,2,5,1,4,14,28.6,10,7,3,4,13,21,3,0
Oliver Norwood,nir NIR,MF,Sheffield Utd,29,1991,24.7,0,11,1,9.1,0.45,0.04,0,0,31.6,2,0,0,0.5,0.5,0.04,-0.5,-0.5,1205,1532,78.7,23516,7230,472,526,89.7,524,607,86.3,183,334,54.8,0,2,2.1,-2,31,134,27,8,125,49,22,16,28,5,21,72,29.2,51,29,12,17,36,85,51,1
Josh Onomah,eng ENG,MF,Fulham,23,1997,4.2,0,6,1,16.7,1.44,0.24,0,0,17.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,153,172,89,2365,566,78,87,89.7,56,60,93.3,11,13,84.6,0,0,0.2,0,1,15,3,0,19,11,8,1,6,4,0,5,0,5,4,2,2,2,13,1,0
Thomas Partey,gh GHA,MF,Arsenal,27,1993,17,0,26,4,15.4,1.53,0.23,0,0,27.1,0,0,0,1.3,1.3,0.05,-1.3,-1.3,994,1149,86.5,16695,5283,475,520,91.3,403,443,91,90,132,68.2,2,1,1.1,1,12,143,11,0,121,44,21,16,24,4,24,56,42.9,32,17,5,12,23,67,18,0
Kalvin Phillips,eng ENG,MF,Leeds United,24,1995,27,1,15,5,33.3,0.56,0.19,0.07,0.2,27.5,3,0,0,0.5,0.5,0.04,0.5,0.5,1222,1490,82,25451,6915,394,444,88.7,583,661,88.2,220,321,68.5,2,3.4,3,-1.4,35,114,18,3,137,74,38,38,29,7,26,62,41.9,36,49,14,35,45,119,53,3
Matt Phillips,sct SCO,MF,West Brom,29,1991,20.3,2,22,10,45.5,1.08,0.49,0.09,0.2,20.6,1,0,0,2.8,2.8,0.13,-0.8,-0.8,384,563,68.2,6033,1999,202,253,79.8,128,177,72.3,31,68,45.6,1,3.4,2.5,-2.4,26,26,21,11,51,15,8,4,11,0,7,23,30.4,16,32,4,28,10,25,32,1
Ian Poveda,eng ENG,MF,Leeds United,20,2000,3.9,0,5,3,60,1.27,0.76,0,0,17.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,86,120,71.7,1151,341,52,61,85.2,20,32,62.5,5,9,55.6,0,1.1,0.6,-1.1,5,10,10,2,17,5,4,3,0,2,1,7,14.3,6,5,1,4,1,6,2,0
Dennis Praet,be BEL,MF,Leicester City,26,1994,8,1,8,2,25,1,0.25,0.13,0.5,16.8,0,0,0,0.4,0.4,0.05,0.6,0.6,248,315,78.7,3458,779,142,159,89.3,77,104,74,10,22,45.5,1,1.1,0.7,-0.1,7,11,7,2,25,14,7,4,7,3,6,15,40,9,12,2,10,7,21,3,0
Davy Pröpper,nl NED,MF,Brighton,28,1991,2.4,0,4,2,50,1.69,0.85,0,0,17.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,70,96,72.9,1134,372,37,51,72.5,25,32,78.1,5,6,83.3,0,0,0.2,0,0,5,5,0,14,6,5,0,6,0,2,5,40,3,3,0,3,1,7,0,0
Jacob Ramsey,eng ENG,MF,Aston Villa,19,2001,7,0,11,1,9.1,1.58,0.14,0,0,18.6,0,0,0,0.5,0.5,0.04,-0.5,-0.5,192,229,83.8,3083,765,102,114,89.5,70,78,89.7,14,19,73.7,0,0.3,0.2,-0.3,6,15,1,1,23,10,5,3,4,3,2,12,16.7,10,13,6,7,4,14,5,0
Harrison Reed,eng ENG,MF,Fulham,25,1995,25,0,13,4,30.8,0.52,0.16,0,0,26.1,0,0,0,0.4,0.4,0.03,-0.4,-0.4,1288,1516,85,21403,5739,610,672,90.8,551,609,90.5,89,157,56.7,2,1.7,1.8,0.3,21,102,16,3,127,63,38,28,28,7,29,73,39.7,44,34,11,23,50,113,31,1
Declan Rice,eng ENG,MF,West Ham,21,1999,32,2,25,7,28,0.78,0.22,0.04,0.14,20.8,3,1,2,3.2,1.6,0.06,-1.2,-0.6,1352,1561,86.6,23571,6640,613,674,90.9,565,620,91.1,138,191,72.3,1,1.8,1.5,-0.8,22,125,18,6,169,59,35,33,25,1,21,51,41.2,30,39,11,28,59,118,41,0
Jaïro Riedewald,nl NED,MF,Crystal Palace,23,1996,20.2,2,8,2,25,0.4,0.1,0.25,1,21,0,0,0,0.6,0.6,0.07,1.4,1.4,541,636,85.1,8053,2448,283,319,88.7,197,219,90,34,47,72.3,0,0.8,0.8,-0.8,11,59,8,0,73,34,15,13,17,4,16,36,44.4,20,39,7,32,29,63,25,0
Rodri,es ESP,MF,Manchester City,24,1996,30.5,2,31,7,22.6,1.02,0.23,0.03,0.14,20.8,0,1,1,2.4,1.6,0.05,-0.4,-0.6,2545,2801,90.9,44312,10473,1138,1213,93.8,1055,1149,91.8,273,321,85,2,1.4,2.2,0.6,29,217,20,2,227,72,40,24,40,8,33,66,50,33,23,9,14,36,108,54,3
Oriol Romeu,es ESP,MF,Southampton,28,1991,19.6,1,14,4,28.6,0.71,0.2,0.07,0.25,25.9,0,0,0,0.5,0.5,0.03,0.5,0.5,1056,1287,82.1,15539,3730,594,671,88.5,362,431,84,51,97,52.6,1,1.4,1,-0.4,14,75,16,2,91,69,35,25,39,5,26,68,38.2,42,28,7,21,30,99,18,0
Morgan Sanson,fr FRA,MF,Aston Villa,25,1994,3.3,0,2,0,0,0.61,0,0,,29.2,0,0,0,0,0,0.02,0,0,118,154,76.6,1742,504,70,75,93.3,35,45,77.8,9,17,52.9,0,0.1,0.5,-0.1,1,12,3,1,16,7,4,4,2,1,1,4,25,3,5,0,5,4,11,1,0
Romaine Sawyers,kn SKN,MF,West Brom,28,1991,16.5,0,4,0,0,0.24,0,0,,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,616,729,84.5,10470,3057,279,310,90,261,293,89.1,53,78,67.9,0,0.6,0.4,-0.6,6,58,4,1,67,30,18,16,12,2,14,43,32.6,29,20,4,16,18,48,12,3
Jeffrey Schlupp,gh GHA,MF,Crystal Palace,27,1992,15.9,2,18,10,55.6,1.13,0.63,0.11,0.2,14.3,0,0,0,1.9,1.9,0.11,0.1,0.1,304,436,69.7,4320,1251,180,228,78.9,89,128,69.5,15,28,53.6,3,2,1,1,18,29,11,4,44,29,16,14,12,3,6,23,26.1,17,24,8,16,22,51,16,0
Femi Seriki,eng ENG,MF,Sheffield Utd,18,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,28,1992,29.1,1,42,9,21.4,1.44,0.31,0.02,0.11,24.3,11,0,0,2.5,2.5,0.06,-1.5,-1.5,1092,1499,72.8,23397,7464,389,457,85.1,450,552,81.5,227,416,54.6,3,3,2.3,0,37,143,21,4,132,39,14,18,19,2,10,37,27,27,26,14,12,36,75,42,0
Moussa Sissoko,fr FRA,MF,Tottenham,30,1989,17.6,0,3,1,33.3,0.17,0.06,0,0,13,0,0,0,0.2,0.2,0.07,-0.2,-0.2,679,811,83.7,10344,2252,336,383,87.7,247,282,87.6,44,69,63.8,0,0.1,0.3,-0.1,4,42,6,1,57,22,16,19,3,0,8,20,40,12,11,4,7,23,45,25,0
William Smallbone,ie IRL,MF,Southampton,20,2000,1.9,0,1,1,100,0.52,0.52,0,0,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,61,78,78.2,920,189,35,35,100,21,28,75,4,10,40,0,0,0,0,0,5,1,0,7,6,3,2,4,0,1,3,33.3,2,5,0,5,2,8,1,0
Tomáš Souček,cz CZE,MF,West Ham,25,1995,38,10,64,23,35.9,1.68,0.61,0.16,0.43,12.3,0,0,0,8.4,8.4,0.13,1.6,1.6,1218,1623,75,20258,5713,586,774,75.7,450,583,77.2,121,151,80.1,1,2,2.4,-1,18,127,7,1,165,78,41,37,36,5,28,77,36.4,49,43,18,25,62,140,107,0
Dale Stephens,eng ENG,MF,Burnley,31,1989,2.9,0,4,0,0,1.38,0,0,,21.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,98,120,81.7,1601,436,44,54,81.5,37,42,88.1,12,14,85.7,0,0,0.1,0,0,8,2,0,11,11,6,2,7,2,3,6,50,3,3,0,3,8,19,2,0
Sidnei Tavares,,MF,Leicester City,18,2001,0.9,0,1,1,100,1.06,1.06,0,0,24.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,18,26,69.2,273,42,10,18,55.6,8,8,100,0,0,,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,,0,1,1,0,0,1,0,0
Youri Tielemans,be BEL,MF,Leicester City,23,1997,37.3,6,47,18,38.3,1.26,0.48,0.09,0.22,23.5,4,2,2,4.4,2.8,0.06,1.6,1.2,2061,2642,78,35122,9750,905,1022,88.6,847,1010,83.9,206,424,48.6,4,3.1,4,0.9,49,223,41,7,272,86,45,32,38,16,45,108,41.7,63,35,8,27,46,132,20,1
Vitinha,pt POR,MF,Wolves,20,2000,5.8,0,8,4,50,1.38,0.69,0,0,22.6,0,0,0,0.5,0.5,0.07,-0.5,-0.5,302,346,87.3,4427,776,172,188,91.5,92,102,90.2,22,31,71,1,0.6,0.7,0.4,12,26,4,1,20,7,3,2,5,0,3,8,37.5,5,3,0,3,3,10,1,0
James Ward-Prowse,eng ENG,MF,Southampton,25,1994,38,8,39,20,51.3,1.03,0.53,0.13,0.25,26.8,20,3,4,5.7,2.5,0.06,2.3,2.5,2173,2712,80.1,34117,9745,1152,1259,91.5,772,891,86.6,166,409,40.6,7,3.9,4.3,3.1,60,155,22,3,189,75,49,30,41,4,29,70,41.4,41,36,4,32,42,117,60,0
Caleb Watts,au AUS,MF,Southampton,18,2002,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,8,13,61.5,135,32,6,9,66.7,1,2,50,1,1,100,0,0,0,0,0,0,1,1,0,2,1,2,0,0,1,2,50,1,0,0,0,0,2,0,0
Ashley Westwood,eng ENG,MF,Burnley,30,1990,37.9,3,20,7,35,0.53,0.18,0.15,0.43,23.5,1,0,0,1.2,1.2,0.06,1.8,1.8,1662,2246,74,30441,10365,686,778,88.2,667,842,79.2,229,486,47.1,3,6.8,6.9,-3.8,53,204,83,13,231,23,15,6,12,5,10,42,23.8,32,26,9,17,44,67,33,0
Georginio Wijnaldum,nl NED,MF,Liverpool,29,1990,32.7,2,31,9,29,0.95,0.28,0.06,0.22,17.8,1,0,0,2.6,2.6,0.08,-0.6,-0.6,1644,1778,92.5,23655,5104,964,1021,94.4,537,572,93.9,74,86,86,0,1.4,1.9,-1.4,21,125,16,1,133,23,7,6,14,3,7,31,22.6,24,18,3,15,26,49,18,1
Joe Willock,eng ENG,MF,Arsenal,20,1999,2.6,0,4,0,0,1.51,0,0,,11.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,68,93,73.1,1009,264,41,46,89.1,24,30,80,2,8,25,0,0.1,0.3,-0.1,2,6,4,0,11,6,3,1,4,1,3,7,42.9,4,6,1,5,3,9,0,0
Joe Willock,eng ENG,MF,Newcastle Utd,20,1999,10.9,8,18,12,66.7,1.66,1.1,0.44,0.67,14.2,0,0,1,3.9,3,0.17,4.1,5,179,242,74,2751,1103,87,103,84.5,62,82,75.6,13,22,59.1,0,0.5,0.6,-0.5,8,21,7,3,29,26,13,16,7,3,9,42,21.4,33,21,3,18,17,43,15,1
Harry Winks,eng ENG,MF,Tottenham,24,1996,9.6,0,4,1,25,0.42,0.1,0,0,30.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,579,683,84.8,9590,2897,272,305,89.2,234,256,91.4,49,81,60.5,0,0.2,0.4,-0.2,4,64,6,1,62,16,9,11,5,0,5,20,25,15,16,4,12,11,27,12,1
Okay Yokuşlu,tr TUR,MF,West Brom,26,1994,14.6,0,12,0,0,0.82,0,0,,21.1,1,0,0,0.9,0.9,0.07,-0.9,-0.9,439,536,81.9,6882,2492,223,258,86.4,151,177,85.3,40,51,78.4,1,0.7,0.8,0.3,6,39,2,0,54,38,25,21,13,4,17,35,48.6,18,15,3,12,35,73,33,1
Andre-Frank Zambo Anguissa,cm CMR,MF,Fulham,24,1995,28.7,0,34,8,23.5,1.18,0.28,0,0,21.6,0,0,0,1.6,1.6,0.05,-1.6,-1.6,1201,1434,83.8,17714,4593,669,761,87.9,428,477,89.7,57,94,60.6,3,2.5,2,0.5,27,123,20,4,156,78,37,27,38,13,27,68,39.7,41,35,6,29,56,134,17,2
Martin Ødegaard,no NOR,MF,Arsenal,21,1998,9.6,1,15,3,20,1.56,0.31,0.07,0.33,22.5,1,0,0,0.7,0.7,0.05,0.3,0.3,462,533,86.7,6611,1663,249,263,94.7,149,175,85.1,24,46,52.2,2,2,1.9,0,20,43,18,2,65,9,3,2,6,1,4,14,28.6,10,2,0,2,2,11,5,0
Marc Albrighton,eng ENG,"DF,FW",Leicester City,30,1989,19.4,1,21,9,42.9,1.08,0.46,0.05,0.11,21.2,0,0,0,1.2,1.2,0.06,-0.2,-0.2,627,933,67.2,10197,3898,345,408,84.6,193,262,73.7,67,157,42.7,5,3.5,3.9,1.5,38,54,37,14,84,33,19,14,15,4,16,45,35.6,29,29,3,26,17,50,27,1
Ryan Fredericks,eng ENG,"DF,FW",West Ham,27,1992,6.3,1,4,2,50,0.63,0.32,0.25,0.5,14.8,0,0,0,0.3,0.3,0.07,0.7,0.7,205,282,72.7,2766,1080,128,147,87.1,62,87,71.3,7,23,30.4,1,1.2,0.6,-0.2,12,17,10,5,20,9,5,5,4,0,3,7,42.9,4,6,2,4,11,20,20,0
Ben Johnson,eng ENG,"DF,FW",West Ham,20,2000,5.8,1,3,1,33.3,0.52,0.17,0.33,1,22.5,0,0,0,0.4,0.4,0.14,0.6,0.6,157,227,69.2,2426,1029,91,108,84.3,47,69,68.1,14,33,42.4,0,0.4,0.4,-0.4,4,17,3,3,20,11,5,5,3,3,7,9,77.8,2,5,1,4,11,22,9,0
Niels Nkounkou,fr FRA,"DF,FW",Everton,19,2000,0.9,0,1,0,0,1.11,0,0,,27,0,0,0,0,0,0.03,0,0,29,36,80.6,459,98,18,18,100,9,13,69.2,2,4,50,0,0,0,0,0,3,0,0,2,4,3,1,2,1,3,8,37.5,5,4,0,4,0,4,4,0
Ricardo Pereira,pt POR,"DF,FW",Leicester City,26,1993,10.7,0,7,4,57.1,0.66,0.38,0,0,20.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,418,548,76.3,6008,1939,255,295,86.4,130,172,75.6,20,38,52.6,1,0.6,0.7,0.4,10,26,13,2,45,31,22,16,8,7,14,35,40,21,24,1,23,15,46,23,0
Kostas Tsimikas,gr GRE,"DF,FW",Liverpool,24,1996,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,6,9,66.7,103,0,3,3,100,3,4,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jonny Castro,es ESP,"MF,DF",Wolves,26,1994,5.5,0,1,0,0,0.18,0,0,,15.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,185,243,76.1,2425,803,123,141,87.2,49,64,76.6,6,17,35.3,0,0.1,0.1,-0.1,2,6,0,0,16,11,5,6,4,1,6,13,46.2,7,9,3,6,9,20,7,0
Stuart Dallas,nir NIR,"MF,DF",Leeds United,29,1991,37.9,8,48,18,37.5,1.27,0.48,0.17,0.44,20.5,0,0,0,4.2,4.2,0.09,3.8,3.8,1830,2235,81.9,27976,8737,1011,1113,90.8,654,783,83.5,109,206,52.9,2,1.8,2.2,0.2,26,154,38,8,233,74,45,46,22,6,30,88,34.1,58,41,3,38,44,118,52,1
Fabian Delph,eng ENG,"MF,DF",Everton,30,1989,3,0,1,0,0,0.34,0,0,,31.9,0,0,0,0,0,0.02,0,0,204,233,87.6,2997,716,112,114,98.2,72,79,91.1,11,23,47.8,0,0.1,0.1,-0.1,2,13,1,0,11,5,2,3,2,0,1,3,33.3,2,2,0,2,4,9,8,1
Leander Dendoncker,be BEL,"MF,DF",Wolves,25,1995,27.8,1,31,8,25.8,1.11,0.29,0.03,0.13,15,0,0,0,3.1,3.1,0.1,-2.1,-2.1,1032,1212,85.1,17020,4193,476,541,88,442,492,89.8,74,97,76.3,0,0.7,0.9,-0.7,17,68,8,1,88,54,29,29,22,3,31,60,51.7,29,38,15,23,27,81,52,2
Pascal Groß,de GER,"MF,DF",Brighton,29,1991,27.6,3,28,4,14.3,1.01,0.14,0,0,22.2,6,3,4,4.9,1.7,0.06,-1.9,-1.7,1281,1705,75.1,23250,6784,557,653,85.3,499,600,83.2,178,345,51.6,8,5.2,5.1,2.8,70,102,46,17,165,45,24,24,15,6,24,53,45.3,29,25,4,21,23,68,18,1
Isaac Hayden,jm JAM,"MF,DF",Newcastle Utd,25,1995,21.6,0,16,2,12.5,0.74,0.09,0,0,20.4,0,0,0,0.7,0.7,0.04,-0.7,-0.7,657,834,78.8,11000,2618,288,334,86.2,301,348,86.5,42,79,53.2,0,0.3,0.2,-0.3,7,44,4,2,47,52,29,23,22,7,14,35,40,21,32,9,23,43,95,47,0
Jordan Henderson,eng ENG,"MF,DF",Liverpool,30,1990,18.9,1,14,4,28.6,0.74,0.21,0.07,0.25,19.1,0,0,0,1.3,1.3,0.09,-0.3,-0.3,1597,1855,86.1,28225,8368,687,742,92.6,731,795,91.9,146,258,56.6,1,1.5,2.3,-0.5,14,179,30,3,169,24,15,12,9,3,10,26,38.5,16,12,1,11,34,58,30,0
Ainsley Maitland-Niles,eng ENG,"MF,DF",Arsenal,22,1997,5.4,0,2,1,50,0.37,0.18,0,0,20.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,226,291,77.7,3689,985,114,127,89.8,88,114,77.2,16,30,53.3,0,0.1,0.2,-0.1,2,19,4,1,24,11,7,6,5,0,8,12,66.7,4,12,2,10,14,25,7,1
James Milner,eng ENG,"MF,DF",Liverpool,34,1986,11.9,0,12,3,25,1.01,0.25,0,0,24.8,0,0,0,0.4,0.4,0.03,-0.4,-0.4,779,934,83.4,12265,3618,435,466,93.3,270,315,85.7,56,92,60.9,1,0.8,1,0.2,13,66,21,3,100,26,19,9,14,3,11,33,33.3,22,30,3,27,14,40,16,1
Wilfred Ndidi,ng NGA,"MF,DF",Leicester City,23,1996,24.2,1,16,1,6.3,0.66,0.04,0.06,1,20,0,0,0,0.7,0.7,0.04,0.3,0.3,1245,1441,86.4,20490,5041,572,643,89,538,590,91.2,93,130,71.5,4,1.3,0.6,2.7,16,95,4,0,73,96,63,45,44,7,26,66,39.4,40,38,11,27,61,157,55,0
Ben Osborn,eng ENG,"MF,DF",Sheffield Utd,25,1994,17.8,1,9,4,44.4,0.5,0.22,0.11,0.25,18.4,0,0,0,1.1,1.1,0.13,-0.1,-0.1,660,859,76.8,8905,3102,420,466,90.1,169,221,76.5,33,85,38.8,0,2,2,-2,17,53,27,11,77,33,18,15,10,8,13,40,32.5,27,20,3,17,12,45,17,0
Jamie Shackleton,eng ENG,"MF,DF",Leeds United,20,1999,5.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,191,214,89.3,2655,586,115,124,92.7,66,69,95.7,5,8,62.5,0,0.1,0.3,-0.1,2,10,0,0,11,10,6,6,4,0,4,11,36.4,7,3,1,2,9,19,3,0
Rúben Vinagre,pt POR,"MF,DF",Wolves,21,1999,1.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,86,101,85.1,1206,272,48,53,90.6,27,34,79.4,4,5,80,0,0.1,0.1,-0.1,1,2,2,2,2,7,5,5,2,0,3,4,75,1,3,0,3,2,9,4,0
Granit Xhaka,ch SUI,"MF,DF",Arsenal,27,1992,28,1,21,7,33.3,0.75,0.25,0.05,0.14,27.1,7,0,0,0.9,0.9,0.04,0.1,0.1,2011,2239,89.8,35557,10193,890,956,93.1,879,945,93,201,257,78.2,2,1.5,1.9,0.5,17,271,26,1,276,50,26,18,17,15,30,58,51.7,28,23,7,16,24,74,38,3
Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,28,1992,27.3,2,25,8,32,0.91,0.29,0.08,0.25,19,0,0,0,1.6,1.6,0.06,0.4,0.4,1321,1670,79.1,20073,7163,703,788,89.2,521,619,84.2,58,147,39.5,3,3.3,2.3,-0.3,28,87,29,12,132,74,31,38,28,8,32,74,43.2,42,17,2,15,23,97,50,2
Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,19,2000,23.2,0,7,2,28.6,0.3,0.09,0,0,19.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,870,1087,80,15680,5536,370,424,87.3,378,446,84.8,102,158,64.6,0,1.2,1.1,-1.2,11,76,14,2,100,57,36,31,24,2,20,46,43.5,26,40,19,21,49,106,87,3
Chris Basham,eng ENG,"DF,MF",Sheffield Utd,32,1988,28.6,0,10,1,10,0.35,0.03,0,0,13.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,939,1153,81.4,14844,4412,493,557,88.5,364,426,85.4,62,116,53.4,1,0.9,0.9,0.1,11,50,14,6,82,69,42,41,23,5,41,67,61.2,26,36,15,21,49,118,105,1
Héctor Bellerín,es ESP,"DF,MF",Arsenal,25,1995,23.2,1,15,5,33.3,0.65,0.22,0.07,0.2,20.3,0,0,0,0.8,0.8,0.05,0.2,0.2,1080,1324,81.6,15904,4280,603,676,89.2,416,497,83.7,31,54,57.4,2,2.4,2.6,-0.4,20,69,26,9,108,29,19,14,12,3,12,41,29.3,29,26,8,18,33,62,33,0
Bernardo,br BRA,"DF,MF",Brighton,25,1995,2.3,0,4,0,0,1.75,0,0,,7.7,0,0,0,0.4,0.4,0.1,-0.4,-0.4,61,85,71.8,878,251,38,45,84.4,17,22,77.3,2,4,50,0,0.1,0.1,-0.1,2,3,3,1,9,10,8,8,1,1,4,6,66.7,2,2,0,2,1,11,1,0
Jayden Bogle,eng ENG,"DF,MF",Sheffield Utd,20,2000,12.3,2,17,7,41.2,1.38,0.57,0.12,0.29,13.1,0,0,0,1.9,1.9,0.11,0.1,0.1,296,387,76.5,3834,1410,189,214,88.3,71,96,74,8,28,28.6,0,0.2,0.4,-0.2,4,14,9,1,24,33,23,21,10,2,20,39,51.3,19,14,4,10,14,47,22,0
Joe Bryan,eng ENG,"DF,MF",Fulham,26,1993,7.4,1,8,2,25,1.08,0.27,0.13,0.5,21.9,1,0,0,0.6,0.6,0.07,0.4,0.4,298,430,69.3,4684,1996,160,188,85.1,112,147,76.2,18,62,29,0,0.3,0.4,-0.3,5,27,5,3,31,15,8,7,5,3,7,12,58.3,5,8,2,6,14,29,16,0
João Cancelo,pt POR,"DF,MF",Manchester City,26,1994,25.5,2,35,11,31.4,1.37,0.43,0.06,0.18,22.5,0,0,0,1.6,1.6,0.05,0.4,0.4,1815,2128,85.3,27535,7458,1038,1117,92.9,603,711,84.8,117,180,65,3,4.6,5.6,-1.6,42,142,68,8,200,68,41,42,19,7,43,83,51.8,40,23,2,21,41,109,33,2
Séamus Coleman,ie IRL,"DF,MF",Everton,31,1988,17.9,0,12,4,33.3,0.67,0.22,0,0,19.7,0,0,0,0.9,0.9,0.07,-0.9,-0.9,620,765,81,9779,3467,350,385,90.9,205,254,80.7,48,84,57.1,3,1.8,1.6,1.2,19,32,14,3,49,39,26,21,14,4,21,30,70,9,22,6,16,13,52,37,2
Lucas Digne,fr FRA,"DF,MF",Everton,27,1993,29.8,0,13,0,0,0.44,0,0,,23.7,3,0,0,0.5,0.5,0.04,-0.5,-0.5,1231,1736,70.9,19677,7569,652,744,87.6,447,616,72.6,92,232,39.7,7,5.2,4.3,1.8,44,63,34,26,98,63,38,40,16,7,29,54,53.7,25,42,4,38,31,94,87,0
Fabinho,br BRA,"DF,MF",Liverpool,26,1993,28.5,0,10,1,10,0.35,0.04,0,0,23.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,1910,2117,90.2,33032,10523,782,841,93,949,1016,93.4,138,203,68,0,0.3,0.9,-0.3,4,102,13,0,124,58,31,21,29,8,27,54,50,27,28,10,18,44,102,66,1
