,,,,,,,Standart,,,,,,,,,,,,Expected,,,,,Total,,,,,Short,,,Medium,,,Long,,,Expected,,,,,,,,,Tackles,,,,,Challanges,,,,Blocks,,,,,,
Flynn Downes,eng ENG,MF,West Ham,23,1999,8.5,0,4,1,25,0.47,0.12,0,0,14.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4,289,331,87.3,4062,921,183,194,94.3,86,97,88.7,10,14,71.4,0,0.1,0.1,-0.1,2,25,1,0,22,16,9,4,10,2,6,12,50,6,15,2,13,7,23,6,0
Kami Doyle,eng ENG,MF,Southampton,16,2005,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,5,100,74,0,3,3,100,2,2,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mohamed Elneny,eg EGY,MF,Arsenal,30,1992,1.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,57,60,95,1031,224,23,23,100,27,29,93.1,6,6,100,0,0,0,0,0,3,2,0,2,1,1,1,0,0,1,1,100,0,0,0,0,0,1,0,0
Christian Eriksen,dk DEN,MF,Manchester Utd,30,1992,22.8,1,39,11,28.2,1.71,0.48,0.03,0.09,19.3,4,0,0,5,5,0.13,-4,-4,1203,1485,81,19681,6193,629,700,89.9,429,502,85.5,105,198,53,8,4.2,3.4,3.8,36,149,27,5,164,22,18,10,7,5,10,33,30.3,23,23,9,14,11,33,20,1
Fabinho,br BRA,MF,Liverpool,28,1993,29.7,0,18,4,22.2,0.61,0.13,0,0,22,0,0,0,0.7,0.7,0.04,-0.7,-0.7,1617,1832,88.3,26192,6163,817,882,92.6,627,680,92.2,125,180,69.4,2,2.1,1.9,-0.1,17,131,17,0,161,65,38,18,40,7,24,62,38.7,38,38,11,27,37,102,40,0
Enzo Fernández,ar ARG,MF,Chelsea,21,2001,17.2,0,20,3,15,1.16,0.17,0,0,25.7,2,0,0,0.8,0.8,0.04,-0.8,-0.8,1269,1440,88.1,24396,7284,504,549,91.8,546,604,90.4,193,240,80.4,2,2.4,2.7,-0.4,20,164,25,0,168,45,27,25,17,3,21,56,37.5,35,32,2,30,16,61,12,1
Adam Forshaw,eng ENG,MF,Leeds United,30,1991,5.3,0,1,0,0,0.19,0,0,,26.4,0,0,0,0,0,0.03,0,0,196,244,80.3,3318,1127,102,111,91.9,59,67,88.1,28,51,54.9,0,0.9,0.6,-0.9,8,30,4,2,33,12,9,5,7,0,7,17,41.2,10,9,1,8,4,16,2,0
Fred,br BRA,MF,Manchester Utd,29,1993,13.9,2,26,5,19.2,1.87,0.36,0.08,0.4,19.5,0,0,0,2,2,0.08,0,0,618,781,79.1,9392,2767,344,398,86.4,197,234,84.2,48,77,62.3,2,2.9,1.8,-0.9,30,65,11,2,76,47,30,24,20,3,15,38,39.5,23,38,2,36,19,66,19,0
Remo Freuler,ch SUI,MF,Nott'ham Forest,30,1992,24,0,8,1,12.5,0.33,0.04,0,0,20,0,0,0,0.4,0.4,0.05,-0.4,-0.4,664,836,79.4,9828,3216,371,429,86.5,238,285,83.5,30,66,45.5,0,0.8,0.7,-0.8,12,47,6,3,54,43,23,23,15,5,19,43,44.2,24,36,9,27,29,72,45,0
Conor Gallagher,eng ENG,MF,Chelsea,22,2000,18,3,28,11,39.3,1.55,0.61,0.11,0.27,17.9,0,0,0,2.5,2.5,0.09,0.5,0.5,706,871,81.1,10444,2483,399,447,89.3,243,290,83.8,32,58,55.2,1,2.3,1.7,-1.3,21,67,20,5,105,46,33,17,19,10,10,37,27,27,41,10,31,23,69,18,1
Idrissa Gana Gueye,sn SEN,MF,Everton,32,1989,28.6,0,15,6,40,0.52,0.21,0,0,25.1,1,0,0,0.7,0.7,0.05,-0.7,-0.7,1025,1226,83.6,16238,4278,525,583,90.1,419,476,88,57,105,54.3,1,1.1,0.8,-0.1,12,111,5,0,98,97,57,49,35,13,31,62,50,31,50,12,38,56,153,34,3
Billy Gilmour,sct SCO,MF,Brighton,21,2001,5.6,0,6,1,16.7,1.07,0.18,0,0,20.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5,364,408,89.2,5781,1399,188,205,91.7,144,152,94.7,26,37,70.3,1,0.2,0.8,0.8,2,30,6,0,35,5,2,2,2,1,2,8,25,6,5,2,3,6,11,5,0
João Gomes,br BRA,MF,Wolves,21,2001,7.3,1,4,2,50,0.55,0.28,0.25,0.5,20.7,0,0,0,0.3,0.3,0.08,0.7,0.7,250,322,77.6,3832,878,138,159,86.8,91,121,75.2,14,24,58.3,0,0.2,0.1,-0.2,5,18,0,0,19,29,13,14,14,1,13,23,56.5,10,12,3,9,4,33,11,0
Bruno Guimarães,br BRA,MF,Newcastle Utd,24,1997,30.3,4,28,8,28.6,0.92,0.26,0.14,0.5,19.7,0,0,0,2.8,2.8,0.1,1.2,1.2,1387,1668,83.2,24038,6632,659,741,88.9,539,614,87.8,149,216,69,5,4,3.9,1,42,147,54,2,222,78,40,27,46,5,38,65,58.5,27,28,4,24,36,114,22,1
İlkay Gündoğan,de GER,MF,Manchester City,31,1990,26.1,8,53,20,37.7,2.03,0.76,0.15,0.4,18.1,5,0,1,7.5,6.7,0.13,0.5,1.3,1374,1578,87.1,21396,4941,746,819,91.1,492,543,90.6,99,130,76.2,4,3.3,4.4,0.7,37,143,35,1,170,30,18,7,13,10,12,34,35.3,22,18,3,15,20,50,13,0
Jordan Henderson,eng ENG,MF,Liverpool,32,1990,23,0,23,5,21.7,1,0.22,0,0,22.8,0,0,0,1.4,1.4,0.06,-1.4,-1.4,1341,1615,83,22431,5954,666,734,90.7,513,594,86.4,122,193,63.2,2,3.2,3.6,-1.2,31,158,47,12,189,32,23,10,18,4,15,36,41.7,21,21,3,18,21,53,16,1
Joseph Hodge,ie IRL,MF,Wolves,19,2002,1.9,0,2,0,0,1.03,0,0,,11.2,0,0,0,0.3,0.3,0.13,-0.3,-0.3,80,100,80,1236,389,47,51,92.2,24,27,88.9,5,8,62.5,0,0.1,0,-0.1,1,9,1,0,8,5,2,1,3,1,3,4,75,1,5,0,5,0,5,2,1
Will Hughes,eng ENG,MF,Crystal Palace,27,1995,9.4,1,6,4,66.7,0.64,0.43,0.17,0.25,17.2,0,0,0,0.3,0.3,0.06,0.7,0.7,296,373,79.4,4161,1158,176,201,87.6,98,121,81,12,25,48,1,0.9,0.7,0.1,6,29,6,0,32,29,16,11,16,2,11,20,55,9,16,7,9,16,45,9,0
Pierre Højbjerg,dk DEN,MF,Tottenham,26,1995,34.8,4,33,9,27.3,0.95,0.26,0.12,0.44,21.2,0,0,0,2,2,0.06,2,2,2021,2292,88.2,36323,9705,897,970,92.5,814,895,90.9,242,314,77.1,5,3.1,3.2,1.9,30,207,35,5,235,56,30,28,22,6,26,67,38.8,41,46,17,29,49,105,64,1
Mathias Jensen,dk DEN,MF,Brentford,26,1996,31.1,5,23,7,30.4,0.74,0.22,0.22,0.71,22,4,0,0,2.1,2.1,0.09,2.9,2.9,1088,1566,69.5,21665,8457,471,559,84.3,398,555,71.7,191,372,51.3,6,5,4.7,1,48,117,38,16,141,71,36,29,30,12,34,97,35.1,63,54,5,49,32,103,24,1
Curtis Jones,eng ENG,MF,Liverpool,21,2001,11.5,3,15,5,33.3,1.3,0.43,0.2,0.6,17.9,0,0,0,1.2,1.2,0.08,1.8,1.8,611,677,90.3,9160,1895,334,355,94.1,233,250,93.2,25,32,78.1,1,1.1,1.4,-0.1,14,53,14,1,69,34,17,8,12,14,18,31,58.1,13,12,2,10,3,37,9,0
Jorginho,it ITA,MF,Arsenal,30,1991,9.5,0,6,0,0,0.63,0,0,,22.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,641,736,87.1,10809,3031,279,311,89.7,305,334,91.3,41,61,67.2,1,0.2,0.6,0.8,5,84,12,0,99,18,13,6,10,2,5,24,20.8,19,7,2,5,9,27,8,0
Jorginho,it ITA,MF,Chelsea,30,1991,14.2,2,3,1,33.3,0.21,0.07,0,0,34.1,0,2,2,1.7,0.1,0.04,0.3,-0.1,749,884,84.7,11991,3508,379,421,90,301,348,86.5,51,74,68.9,0,0.4,0.4,-0.4,7,87,9,0,80,42,23,22,14,6,22,46,47.8,24,18,3,15,21,63,7,0
Boubacar Kamara,fr FRA,MF,Aston Villa,22,1999,19.7,0,4,1,25,0.2,0.05,0,0,29.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,798,941,84.8,13161,3895,395,441,89.6,303,334,90.7,67,95,70.5,1,0.8,0.7,0.2,7,61,6,0,84,58,25,25,23,10,27,56,48.2,29,38,12,26,19,77,24,3
N'Golo Kanté,fr FRA,MF,Chelsea,31,1991,5.8,0,8,1,12.5,1.39,0.17,0,0,20.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,271,338,80.2,3935,1033,168,190,88.4,84,100,84,12,24,50,1,1.9,0.8,-0.9,13,23,11,3,34,16,10,4,10,2,4,8,50,4,11,0,11,6,22,2,0
Naby Keïta,gn GUI,MF,Liverpool,27,1995,3.3,0,10,0,0,3.07,0,0,,20.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,129,168,76.8,1820,590,75,87,86.2,43,54,79.6,6,8,75,0,0.7,0.2,-0.7,8,15,2,0,15,5,4,2,3,0,1,4,25,3,1,0,1,2,7,3,0
Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,32,1989,9.8,1,6,5,83.3,0.61,0.51,0.17,0.2,19.4,0,0,0,0.4,0.4,0.06,0.6,0.6,185,246,75.2,2908,882,90,120,75,62,74,83.8,18,25,72,0,0.7,0.3,-0.7,7,13,2,0,19,29,21,18,8,3,9,13,69.2,4,14,2,12,10,39,24,0
Mateo Kovačić,hr CRO,MF,Chelsea,28,1994,19,1,23,1,4.3,1.21,0.05,0.04,1,22.1,0,0,0,1.8,1.8,0.08,-0.8,-0.8,1130,1319,85.7,18537,5579,555,614,90.4,470,522,90,76,120,63.3,2,2.1,2.1,-0.1,23,158,23,1,153,36,24,16,14,6,14,36,38.9,22,10,1,9,19,55,16,0
Roméo Lavia,be BEL,MF,Southampton,18,2004,24.7,1,12,3,25,0.49,0.12,0.08,0.33,27,0,0,0,0.4,0.4,0.03,0.6,0.6,859,997,86.2,14815,3986,386,425,90.8,389,426,91.3,68,93,73.1,0,0.6,0.6,-0.6,16,101,9,0,102,60,35,27,29,4,21,53,39.6,32,47,11,36,33,93,23,1
Mario Lemina,ga GAB,MF,Wolves,28,1993,14.4,0,9,2,22.2,0.62,0.14,0,0,27.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,566,651,86.9,10051,2917,241,269,89.6,267,289,92.4,51,72,70.8,1,0.3,0.5,0.7,3,31,5,1,42,38,24,22,13,3,20,38,52.6,18,26,8,18,14,52,24,1
Jefferson Lerma,co COL,MF,Bournemouth,27,1994,36.1,5,35,10,28.6,0.97,0.28,0.14,0.5,17.6,0,0,0,2.6,2.6,0.07,2.4,2.4,1317,1611,81.8,20458,7229,695,793,87.6,502,581,86.4,77,146,52.7,0,2.3,3.1,-2.3,18,126,23,2,142,50,30,23,23,4,20,45,44.4,25,32,15,17,47,97,91,2
Sean Longstaff,eng ENG,MF,Newcastle Utd,24,1997,28,1,33,7,21.2,1.18,0.25,0.03,0.14,16,0,0,0,3.6,3.6,0.11,-2.6,-2.6,943,1163,81.1,15457,4299,470,538,87.4,362,415,87.2,78,129,60.5,4,3.3,2.6,0.7,23,80,21,5,116,42,21,16,20,6,20,52,38.5,32,35,8,27,16,58,23,0
Douglas Luiz,br BRA,MF,Aston Villa,24,1998,32.5,6,34,12,35.3,1.05,0.37,0.18,0.5,25,7,0,0,2.8,2.8,0.08,3.2,3.2,1494,1812,82.5,26492,6527,614,681,90.2,664,767,86.6,158,277,57,6,4.4,2.9,1.6,45,123,19,4,148,72,42,31,32,9,29,63,46,34,36,7,29,40,112,27,2
Saša Lukić,rs SRB,MF,Fulham,25,1996,4.6,0,5,1,20,1.09,0.22,0,0,27.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,192,218,88.1,3180,681,86,97,88.7,91,99,91.9,12,16,75,0,0,0.1,0,0,20,2,1,13,8,3,1,4,3,3,7,42.9,4,6,2,4,5,13,3,0
Alexis Mac Allister,ar ARG,MF,Brighton,23,1998,32.1,10,80,28,35,2.49,0.87,0.05,0.14,22.5,8,6,6,12.1,7.3,0.09,-2.1,-3.3,1586,1844,86,24936,6259,847,930,91.1,591,653,90.5,101,148,68.2,2,4.3,4.4,-2.3,47,151,33,1,174,70,39,22,40,8,34,71,47.9,37,26,2,24,22,92,10,1
Kobbie Mainoo,eng ENG,MF,Manchester Utd,17,2005,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,7,8,87.5,83,31,5,6,83.3,2,2,100,0,0,,0,0,0.1,0,0,1,1,0,1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
Orel Mangala,be BEL,MF,Nott'ham Forest,24,1998,17.2,1,9,3,33.3,0.52,0.17,0.11,0.33,20.7,0,0,0,0.6,0.6,0.06,0.4,0.4,411,514,80,6178,1807,223,256,87.1,153,183,83.6,22,42,52.4,1,0.4,0.5,0.6,3,35,3,0,43,28,20,16,10,2,12,29,41.4,17,21,7,14,23,51,15,0
Emiliano Marcondes,dk DEN,MF,Bournemouth,27,1995,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,56,37,0,0,,0,0,,1,1,100,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Marquinhos,br BRA,MF,Arsenal,19,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,3,66.7,34,5,1,2,50,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
James McArthur,sct SCO,MF,Crystal Palace,34,1987,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,41,52,78.8,596,129,24,29,82.8,16,18,88.9,1,3,33.3,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,100,0,2,1,1,1,2,2,0
Weston McKennie,us USA,MF,Leeds United,23,1998,16,0,13,2,15.4,0.81,0.13,0,0,15.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8,472,628,75.2,7648,2686,246,302,81.5,154,197,78.2,47,79,59.5,1,0.7,0.5,0.3,13,50,15,3,82,30,13,5,18,7,10,29,34.5,19,22,3,19,22,52,26,0
Scott McTominay,sct SCO,MF,Manchester Utd,25,1996,12.9,1,13,6,46.2,1.01,0.47,0.08,0.17,14.9,0,0,0,1.9,1.9,0.15,-0.9,-0.9,355,432,82.2,5433,1549,194,224,86.6,122,141,86.5,25,36,69.4,0,0.6,1,-0.6,8,32,5,1,33,32,19,16,10,6,13,22,59.1,9,15,6,9,14,46,45,1
Nampalys Mendy,sn SEN,MF,Leicester City,30,1992,8.4,1,2,1,50,0.24,0.12,0.5,1,21.1,0,0,0,0.1,0.1,0.07,0.9,0.9,362,413,87.7,5580,1124,189,204,92.6,143,156,91.7,20,27,74.1,0,0,0.1,0,2,20,3,0,28,13,9,7,6,0,8,15,53.3,7,20,4,16,13,26,2,0
Lewis Miley,eng ENG,MF,Newcastle Utd,16,2006,0.2,0,1,0,0,6,0,0,,20.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,5,6,83.3,49,6,3,4,75,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Luka Milivojević,rs SRB,MF,Crystal Palace,31,1991,5.7,0,7,0,0,1.23,0,0,,25.1,1,0,0,0.3,0.3,0.05,-0.3,-0.3,207,260,79.6,3587,1136,89,101,88.1,89,107,83.2,20,37,54.1,0,0.2,0.2,-0.2,2,17,2,1,20,13,7,7,4,2,7,10,70,3,13,4,9,12,25,10,1
João Moutinho,pt POR,MF,Wolves,35,1986,19.8,0,16,3,18.8,0.81,0.15,0,0,18.4,3,0,0,1.3,1.3,0.08,-1.3,-1.3,850,1057,80.4,15648,4124,323,362,89.2,412,480,85.8,91,147,61.9,2,2.6,1.9,-0.6,36,105,23,4,132,51,30,24,21,6,19,46,41.3,27,22,6,16,18,69,20,0
Wilfred Ndidi,ng NGA,MF,Leicester City,25,1996,18.7,0,7,2,28.6,0.38,0.11,0,0,25.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,754,899,83.9,11486,2879,392,429,91.4,304,348,87.4,31,67,46.3,0,0.1,0.2,-0.1,3,49,0,0,51,61,42,34,24,3,17,43,39.5,26,32,14,18,38,99,48,3
Rúben Neves,pt POR,MF,Wolves,25,1997,33.5,6,63,13,20.6,1.88,0.39,0.05,0.23,26.7,11,3,3,5.2,2.8,0.04,0.8,0.2,1730,2106,82.1,36646,10039,578,635,91,824,926,89,312,474,65.8,1,1.6,1.5,-0.6,32,202,15,1,218,79,43,31,33,15,32,76,42.1,44,59,22,37,50,129,85,1
Matheus Nunes,pt POR,MF,Wolves,23,1998,27.4,1,28,9,32.1,1.02,0.33,0.04,0.11,17.6,1,0,0,2.4,2.4,0.09,-1.4,-1.4,818,1028,79.6,15035,2954,387,451,85.8,290,339,85.5,119,173,68.8,1,2.2,1.3,-1.2,27,70,19,7,84,67,43,36,22,9,28,61,45.9,33,35,4,31,16,83,35,2
Christian Nørgaard,dk DEN,MF,Brentford,28,1994,19.6,1,19,8,42.1,0.97,0.41,0.05,0.13,11.4,0,0,0,1.6,1.6,0.08,-0.6,-0.6,608,812,74.9,9879,3427,304,369,82.4,252,326,77.3,40,74,54.1,3,3.1,1.8,-0.1,12,68,8,2,73,52,30,21,29,2,18,48,37.5,30,32,9,23,34,86,41,2
Lewis O'Brien,eng ENG,MF,Nott'ham Forest,23,1998,6.5,1,7,2,28.6,1.08,0.31,0.14,0.5,23.8,0,0,0,0.3,0.3,0.05,0.7,0.7,166,214,77.6,2785,650,72,85,84.7,84,103,81.6,7,16,43.8,0,0.2,0.2,-0.2,4,19,3,0,21,16,9,4,11,1,6,12,50,6,13,2,11,5,21,9,0
Amadou Onana,be BEL,MF,Everton,20,2001,27.6,1,34,6,17.6,1.23,0.22,0.03,0.17,16.8,0,0,0,3,3,0.09,-2,-2,816,980,83.3,13145,3007,420,481,87.3,310,354,87.6,60,86,69.8,2,2.6,1.7,-0.6,22,77,11,0,79,72,43,24,42,6,30,42,71.4,12,25,6,19,37,109,39,0
Josh Onomah,eng ENG,MF,Fulham,25,1997,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,4,6,66.7,54,0,3,3,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,1,0,1,0,1,0,0
Frank Onyeka,ng NGA,MF,Brentford,24,1998,9.4,0,9,4,44.4,0.96,0.42,0,0,17.4,0,0,0,1,1,0.11,-1,-1,193,257,75.1,2989,784,106,129,82.2,70,88,79.5,9,17,52.9,2,0.6,0.8,1.4,7,23,6,0,28,19,14,11,7,1,10,24,41.7,14,16,3,13,10,29,16,0
Mislav Oršić,hr CRO,MF,Southampton,29,1992,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,3,66.7,16,0,2,2,100,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
João Palhinha,pt POR,MF,Fulham,27,1995,34.5,3,39,9,23.1,1.13,0.26,0.08,0.33,17.2,0,0,0,2.9,2.9,0.07,0.1,0.1,1051,1274,82.5,18222,4336,527,600,87.8,396,462,85.7,107,157,68.2,0,0.4,0.4,-0.4,7,118,3,0,101,148,83,59,65,24,71,135,52.6,64,48,5,43,46,194,61,2
Lucas Paquetá,br BRA,MF,West Ham,24,1997,23.9,4,52,14,26.9,2.18,0.59,0.06,0.21,19.2,1,1,1,4.4,3.6,0.07,-0.4,-0.6,907,1157,78.4,14158,4393,476,559,85.2,324,394,82.2,68,104,65.4,3,2.5,2.6,0.5,32,98,30,3,147,71,53,23,36,12,27,68,39.7,41,41,4,37,16,87,31,0
Thomas Partey,gh GHA,MF,Arsenal,29,1993,27.6,3,28,4,14.3,1.01,0.14,0.11,0.75,20.4,0,0,0,2.2,2.2,0.08,0.8,0.8,1731,1985,87.2,30132,9207,804,876,91.8,712,801,88.9,178,240,74.2,0,1.5,2.4,-1.5,26,231,24,2,231,70,40,20,35,15,25,52,48.1,27,26,5,21,28,98,41,1
Ben Pearson,eng ENG,MF,Bournemouth,27,1995,3.2,0,2,1,50,0.63,0.31,0,0,25.2,0,0,0,0,0,0.02,0,0,108,134,80.6,1814,501,50,58,86.2,45,55,81.8,8,15,53.3,0,0,0,0,0,8,0,0,5,7,3,3,3,1,1,3,33.3,2,4,0,4,2,9,6,0
Andreas Pereira,br BRA,MF,Fulham,26,1996,29.9,4,61,22,36.1,2.04,0.74,0.05,0.14,21.3,12,1,1,7.3,6.5,0.11,-3.3,-3.5,701,1068,65.6,13078,4235,336,419,80.2,229,315,72.7,116,251,46.2,6,5.2,4.1,0.8,60,86,22,9,121,18,9,3,6,9,8,34,23.5,26,21,3,18,6,24,8,0
Máximo Perrone,ar ARG,MF,Manchester City,19,2003,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,18,21,85.7,228,32,11,12,91.7,5,5,100,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Cameron Peupion,au AUS,MF,Brighton,19,2002,0.1,0,1,0,0,15,0,0,,8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,3,4,75,33,1,3,4,75,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kalvin Phillips,eng ENG,MF,Manchester City,26,1995,3.3,0,6,0,0,1.8,0,0,,22.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,289,313,92.3,5155,873,113,120,94.2,148,153,96.7,25,33,75.8,0,0.2,0.1,-0.2,3,32,0,0,18,6,4,3,3,0,2,10,20,8,7,3,4,5,11,10,0
Isaac Price,nir NIR,MF,Everton,18,2003,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,12,14,85.7,203,44,6,7,85.7,5,6,83.3,1,1,100,0,0.1,0,-0.1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
Harrison Reed,eng ENG,MF,Fulham,27,1995,31.8,3,20,7,35,0.63,0.22,0.15,0.43,20.1,0,0,0,1.9,1.9,0.09,1.1,1.1,988,1281,77.1,15467,3661,517,612,84.5,355,421,84.3,76,133,57.1,4,4.1,2,-0.1,35,82,29,11,102,44,27,17,21,6,16,51,31.4,35,54,12,42,19,63,36,0
Declan Rice,eng ENG,MF,West Ham,23,1999,36.4,4,35,8,22.9,0.96,0.22,0.11,0.5,23.6,1,0,1,2.4,1.6,0.05,1.6,2.4,1846,2135,86.5,33652,9456,850,944,90,735,789,93.2,223,324,68.8,1,3.2,1.9,-2.2,37,233,13,3,240,79,38,44,31,4,31,50,62,19,45,15,30,63,142,58,0
Marc Roca,es ESP,MF,Leeds United,25,1996,25.7,1,35,13,37.1,1.36,0.51,0.03,0.08,22.3,4,0,0,2.1,2.1,0.06,-1.1,-1.1,978,1295,75.5,16572,6565,495,575,86.1,359,450,79.8,94,201,46.8,2,2.9,2.6,-0.9,33,157,17,2,172,66,40,27,34,5,20,66,30.3,46,34,10,24,23,89,24,2
Rodri,es ESP,MF,Manchester City,26,1996,32.3,2,50,14,28,1.55,0.43,0.04,0.14,17.1,0,0,0,4.6,4.6,0.09,-2.6,-2.6,2723,2987,91.2,49949,11936,1103,1187,92.9,1278,1369,93.4,300,354,84.7,6,4.1,3.5,1.9,32,265,33,3,260,67,41,28,28,11,26,53,49.1,27,40,14,26,33,100,43,1
Oriol Romeu,es ESP,MF,Southampton,30,1991,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,28,30,93.3,453,79,10,11,90.9,15,16,93.8,2,2,100,0,0,0.2,0,0,0,2,0,4,1,0,0,1,0,0,0,,0,1,0,1,1,2,1,0
Connor Ronan,ie IRL,MF,Wolves,24,1998,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,3,4,75,37,18,2,2,100,1,2,50,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Joe Rothwell,eng ENG,MF,Bournemouth,27,1995,11.3,0,3,2,66.7,0.27,0.18,0,0,24.1,1,0,0,0.1,0.1,0.05,-0.1,-0.1,385,457,84.2,6524,1662,179,196,91.3,154,165,93.3,36,68,52.9,1,1,1.5,0,8,34,11,1,33,20,13,7,12,1,7,21,33.3,14,14,3,11,9,29,7,0
Marcel Sabitzer,at AUT,MF,Manchester Utd,28,1994,7,0,11,3,27.3,1.58,0.43,0,0,18.2,1,0,0,0.7,0.7,0.07,-0.7,-0.7,237,307,77.2,3577,1123,129,157,82.2,80,97,82.5,15,22,68.2,1,0.9,1.3,0.1,10,30,7,1,38,12,8,3,8,1,2,11,18.2,9,6,2,4,8,20,11,0
Albert Sambi Lokonga,be BEL,MF,Arsenal,22,1999,2.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,132,140,94.3,2321,539,59,62,95.2,60,63,95.2,11,12,91.7,0,0,0.1,0,1,17,1,0,12,1,1,0,0,1,0,2,0,2,1,0,1,5,6,2,0
Albert Sambi Lokonga,be BEL,MF,Crystal Palace,22,1999,6,0,2,1,50,0.34,0.17,0,0,17.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,228,264,86.4,3763,1080,112,124,90.3,96,101,95,17,28,60.7,0,0,0.1,0,1,23,0,0,20,13,10,7,4,2,8,12,66.7,4,8,3,5,7,20,10,0
Morgan Sanson,fr FRA,MF,Aston Villa,27,1994,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,7,71.4,55,12,3,4,75,1,2,50,0,0,,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1,1,100,0,0,0,0,0,2,0,0
Jeremy Sarmiento,ec ECU,MF,Brighton,20,2002,2,0,5,2,40,2.56,1.02,0,0,20.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,53,67,79.1,694,191,32,38,84.2,16,19,84.2,1,2,50,1,0.2,0.3,0.8,2,4,5,1,11,6,3,4,1,1,2,5,40,3,2,0,2,1,7,0,0
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,30,1992,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,19,26,73.1,442,176,5,6,83.3,8,10,80,4,8,50,0,0,0,0,0,4,0,0,3,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0
Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,30,1992,6,0,6,0,0,1,0,0,,24.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,221,302,73.2,4761,1861,73,86,84.9,98,112,87.5,47,98,48,0,0.3,0.8,-0.3,6,37,8,2,34,2,1,0,1,1,1,9,11.1,8,7,2,5,5,7,10,1
Oliver Skipp,eng ENG,MF,Tottenham,21,2000,16.6,1,7,3,42.9,0.42,0.18,0.14,0.33,23.2,0,0,0,0.3,0.3,0.04,0.7,0.7,660,772,85.5,10674,2638,326,354,92.1,270,300,90,42,63,66.7,0,0.6,0.4,-0.6,10,52,7,1,56,34,17,18,15,1,16,33,48.5,17,17,8,9,17,51,19,1
Tomáš Souček,cz CZE,MF,West Ham,27,1995,31.3,2,34,13,38.2,1.09,0.42,0.06,0.15,10.8,0,0,0,4,4,0.12,-2,-2,709,994,71.3,11602,3417,360,476,75.6,255,338,75.4,66,106,62.3,3,1.9,1.1,1.1,15,67,11,6,88,77,37,41,29,7,28,58,48.3,30,42,17,25,53,130,71,3
