,,,,,,,Standart,,,,,,,,,,,,Expected,,,,,Total,,,,,Short,,,Medium,,,Long,,,Expected,,,,,,,,,Tackles,,,,,Challanges,,,,Blocks,,,,,,
Leo Fuhr Hjelde,no NOR,"MF,DF",Leeds United,17,2003,1.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,79,108,73.1,1120,430,48,57,84.2,22,32,68.8,5,13,38.5,0,0,0,0,1,3,0,0,3,5,4,3,2,0,3,3,100,0,3,3,0,4,9,7,0
Saman Ghoddos,ir IRN,"MF,DF",Brentford,27,1993,6,1,8,3,37.5,1.34,0.5,0.13,0.33,20.4,1,0,0,0.5,0.5,0.06,0.5,0.5,143,216,66.2,2264,747,79,105,75.2,50,66,75.8,11,32,34.4,1,1.2,1,-0.2,6,11,11,3,25,17,10,8,6,3,9,15,60,6,2,0,2,3,20,16,0
Pascal Groß,de GER,"MF,DF",Brighton,30,1991,22.6,2,23,7,30.4,1.02,0.31,0.09,0.29,17.5,1,0,1,2.9,2.1,0.09,-0.9,-0.1,1012,1345,75.2,18387,5413,446,508,87.8,397,481,82.5,135,267,50.6,4,5.5,4.6,-1.5,60,94,37,12,149,28,15,15,11,2,12,33,36.4,21,34,8,26,18,46,23,0
Isaac Hayden,jm JAM,"MF,DF",Newcastle Utd,26,1995,11.1,1,5,1,20,0.45,0.09,0.2,1,14.1,0,0,0,0.4,0.4,0.08,0.6,0.6,261,341,76.5,4160,911,129,151,85.4,99,120,82.5,18,34,52.9,0,0,0.1,0,2,20,0,0,15,28,14,11,14,3,12,29,41.4,17,17,8,9,14,42,24,0
Alex Iwobi,ng NGA,"MF,DF",Everton,25,1996,22.6,2,24,6,25,1.06,0.27,0.08,0.33,16.4,0,0,0,2.3,2.3,0.1,-0.3,-0.3,599,782,76.6,9080,3232,324,366,88.5,192,248,77.4,48,89,53.9,2,2.6,3,-0.6,36,61,40,6,103,40,19,23,12,5,21,52,40.4,31,39,3,36,20,60,25,2
Robin Koch,de GER,"MF,DF",Leeds United,25,1996,17.5,0,13,1,7.7,0.74,0.06,0,0,16.1,0,0,0,0.8,0.8,0.06,-0.8,-0.8,555,718,77.3,10037,3504,224,279,80.3,268,326,82.2,45,73,61.6,0,0.4,0.3,-0.4,5,47,6,0,52,21,13,9,10,2,9,34,26.5,25,26,10,16,20,41,44,0
Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,25,1996,15.5,0,19,6,31.6,1.23,0.39,0,0,18.6,0,0,0,1.2,1.2,0.06,-1.2,-1.2,876,981,89.3,13025,3046,507,547,92.7,315,355,88.7,33,42,78.6,2,2.4,2.4,-0.4,18,77,20,0,108,29,10,16,11,2,10,19,52.6,9,15,6,9,11,40,17,0
Fernando Marçal,br BRA,"MF,DF",Wolves,32,1989,16.1,0,11,1,9.1,0.68,0.06,0,0,23.3,0,0,0,0.4,0.4,0.03,-0.4,-0.4,669,887,75.4,10434,3383,356,394,90.4,264,347,76.1,35,87,40.2,0,0.6,0.7,-0.6,10,35,9,4,50,42,22,27,14,1,21,37,56.8,16,25,4,21,28,70,52,0
James Milner,eng ENG,"MF,DF",Liverpool,35,1986,9.5,0,10,2,20,1.06,0.21,0,0,23.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,646,777,83.1,11063,3500,301,327,92,264,312,84.6,62,95,65.3,1,2.2,1.5,-1.2,22,73,18,6,73,28,16,12,11,5,12,29,41.4,17,19,5,14,17,45,20,0
Wilfred Ndidi,ng NGA,"MF,DF",Leicester City,24,1996,18,0,14,4,28.6,0.78,0.22,0,0,19.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,746,935,79.8,11258,3104,393,465,84.5,279,332,84,41,65,63.1,0,0,0.2,0,2,36,4,0,57,60,32,32,27,1,22,55,40,33,36,8,28,42,102,54,1
Nélson Semedo,pt POR,"MF,DF",Wolves,27,1993,23.7,0,19,4,21.1,0.8,0.17,0,0,20.2,0,0,0,1.6,1.6,0.08,-1.6,-1.6,916,1169,78.4,12766,4408,567,628,90.3,290,367,79,31,92,33.7,1,1.3,1.4,-0.3,18,62,12,2,78,58,39,39,17,2,25,49,51,24,23,4,19,21,79,64,1
Jakob Sørensen,dk DEN,"MF,DF",Norwich City,23,1998,6.7,0,5,1,20,0.75,0.15,0,0,16.5,0,0,0,0.5,0.5,0.1,-0.5,-0.5,251,309,81.2,4615,1347,98,111,88.3,117,132,88.6,29,50,58,0,0,0.1,0,0,21,2,1,20,22,11,6,14,2,10,20,50,10,7,3,4,10,32,19,0
Granit Xhaka,ch SUI,"MF,DF",Arsenal,28,1992,25.9,1,27,5,18.5,1.04,0.19,0.04,0.2,23.4,1,0,0,1.4,1.4,0.05,-0.4,-0.4,1367,1589,86,23204,6399,634,713,88.9,594,667,89.1,109,150,72.7,2,2.3,2.2,-0.3,32,194,41,7,230,32,18,16,12,4,16,41,39,25,21,6,15,21,53,31,0
Rayan Aït-Nouri,dz ALG,"DF,MF",Wolves,20,2001,20.3,1,13,4,30.8,0.64,0.2,0.08,0.25,17.6,0,0,0,0.6,0.6,0.04,0.4,0.4,763,1025,74.4,12151,4064,418,472,88.6,273,361,75.6,54,141,38.3,2,1.6,1.1,0.4,17,28,14,10,49,64,36,46,15,3,22,44,50,22,24,2,22,22,86,39,1
Hamza Choudhury,bd BAN,"DF,MF",Leicester City,23,1997,3.2,0,1,0,0,0.32,0,0,,14,0,0,0,0,0,0.02,0,0,128,156,82.1,2041,543,68,74,91.9,47,54,87,10,18,55.6,0,0,0,0,0,3,0,0,5,9,3,4,4,1,3,5,60,2,0,0,0,12,21,10,0
Stuart Dallas,nir NIR,"DF,MF",Leeds United,30,1991,32.4,1,30,8,26.7,0.92,0.25,0.03,0.13,21.7,0,0,0,1.9,1.9,0.06,-0.9,-0.9,1306,1685,77.5,20351,7389,730,812,89.9,440,539,81.6,99,227,43.6,1,2.3,2.5,-1.3,31,108,24,5,170,93,55,58,31,4,56,105,53.3,49,45,14,31,57,150,63,2
Cody Drameh,eng ENG,"DF,MF",Leeds United,19,2001,1.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,62,82,75.6,826,362,29,38,76.3,24,26,92.3,2,4,50,0,0,0,0,1,4,2,1,6,4,2,3,1,0,1,3,33.3,2,0,0,0,1,5,4,0
Emerson,br BRA,"DF,MF",Tottenham,22,1999,25.4,1,15,4,26.7,0.59,0.16,0.07,0.25,14.6,0,0,0,1.5,1.5,0.1,-0.5,-0.5,1170,1450,80.7,16330,4045,686,762,90,368,459,80.2,52,94,55.3,1,2.2,3,-1.2,28,32,28,14,68,72,47,50,16,6,36,67,53.7,31,25,2,23,22,94,92,1
Junior Firpo,do DOM,"DF,MF",Leeds United,24,1996,19,0,11,1,9.1,0.58,0.05,0,0,14.6,0,0,0,0.9,0.9,0.08,-0.9,-0.9,768,952,80.7,12029,4281,417,475,87.8,299,362,82.6,38,71,53.5,2,1.9,1.6,0.1,22,70,16,6,111,61,29,30,26,5,31,59,52.5,28,22,6,16,24,85,37,0
Ki-Jana Hoever,nl NED,"DF,MF",Wolves,19,2002,3.4,0,1,0,0,0.29,0,0,,17.9,0,0,0,0,0,0.04,0,0,110,160,68.8,1691,512,54,71,76.1,51,68,75,4,8,50,0,0.1,0.1,-0.1,1,3,2,1,5,10,6,5,5,0,7,12,58.3,5,6,0,6,6,16,8,0
Saúl Ñíguez,es ESP,"DF,MF",Chelsea,26,1994,5.3,0,5,1,20,0.94,0.19,0,0,23.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,306,353,86.7,4777,1025,168,185,90.8,108,122,88.5,20,29,69,0,0.5,0.2,-0.5,3,15,2,2,15,20,9,11,9,0,9,16,56.3,7,14,3,11,7,27,10,1
Sergio Reguilón,es ESP,"DF,MF",Tottenham,24,1996,21.3,2,21,9,42.9,0.99,0.42,0.1,0.22,15.2,0,0,0,3,3,0.14,-1,-1,750,994,75.5,11784,3362,394,453,87,271,355,76.3,54,99,54.5,3,3.3,3.8,-0.3,29,35,31,21,50,40,24,15,18,7,22,43,51.2,21,20,8,12,31,71,45,1
Ryan Sessegnon,eng ENG,"DF,MF",Tottenham,21,2000,11.6,0,6,1,16.7,0.52,0.09,0,0,13.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,315,428,73.6,4537,1156,185,218,84.9,96,132,72.7,20,41,48.8,2,2.7,2.4,-0.7,14,13,12,4,22,25,19,14,7,4,11,22,50,11,18,3,15,7,32,26,0
Jamie Shackleton,eng ENG,"DF,MF",Leeds United,21,1999,7.9,0,4,1,25,0.51,0.13,0,0,18.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,353,409,86.3,5216,1417,180,194,92.8,151,166,91,9,18,50,0,0,0.1,0,1,23,2,0,36,27,16,19,7,1,13,25,52,12,11,7,4,8,35,12,1
Pascal Struijk,nl NED,"DF,MF",Leeds United,21,1999,22.8,1,11,3,27.3,0.48,0.13,0.09,0.33,9.1,0,0,0,1.4,1.4,0.14,-0.4,-0.4,1089,1278,85.2,20168,6807,372,423,87.9,616,665,92.6,85,148,57.4,0,0.4,0.2,-0.4,11,62,1,0,86,61,39,34,23,4,30,50,60,20,35,23,12,33,94,60,2
